Anime,Character,Role,Favorites,char_url
Spy Kyoushitsu 2nd Season,Annett,Main,32,https://myanimelist.net/character/200186/Annett
Spy Kyoushitsu 2nd Season,Erna,Main,41,https://myanimelist.net/character/200187/Erna
Spy Kyoushitsu 2nd Season,Grete,Main,50,https://myanimelist.net/character/200181/Grete
Spy Kyoushitsu 2nd Season,Klaus,Main,21,https://myanimelist.net/character/200188/Klaus
Spy Kyoushitsu 2nd Season,Lily,Main,92,https://myanimelist.net/character/200180/Lily
Spy Kyoushitsu 2nd Season,Monika,Main,42,https://myanimelist.net/character/200183/Monika
Spy Kyoushitsu 2nd Season,Sibylla,Main,19,https://myanimelist.net/character/200182/Sibylla
Spy Kyoushitsu 2nd Season,Thea,Main,64,https://myanimelist.net/character/200184/Thea
Takt Op. Destiny,"Asahina, Takt",Main,565,https://myanimelist.net/character/198674/Takt_Asahina
Takt Op. Destiny,Destiny,Main,1446,https://myanimelist.net/character/198675/Destiny
Toaru Hikuushi e no Koiuta,"Albus, Ariel",Main,19,https://myanimelist.net/character/84407/Ariel_Albus
Toaru Hikuushi e no Koiuta,"Albus, Kal-el",Main,25,https://myanimelist.net/character/84403/Kal-el_Albus
Toaru Hikuushi e no Koiuta,"Cruz, Claire",Main,22,https://myanimelist.net/character/84405/Claire_Cruz
Ultra Maniac,"Sakura, Nina",Main,43,https://myanimelist.net/character/282/Nina_Sakura
Ultra Maniac,"Tateishi, Ayu",Main,31,https://myanimelist.net/character/281/Ayu_Tateishi
Ao no Orchestra,"Akine, Ritsuko",Main,60,https://myanimelist.net/character/172876/Ritsuko_Akine
Ao no Orchestra,"Aono, Hajime",Main,23,https://myanimelist.net/character/184285/Hajime_Aono
Aoharu x Kikanjuu,"Matsuoka, Masamune",Main,137,https://myanimelist.net/character/128108/Masamune_Matsuoka
Aoharu x Kikanjuu,"Tachibana, Hotaru",Main,384,https://myanimelist.net/character/128107/Hotaru_Tachibana
Aoharu x Kikanjuu,"Yukimura, Tooru",Main,759,https://myanimelist.net/character/128109/Tooru_Yukimura
Blood-C: The Last Dark,"Kisaragi, Saya",Main,956,https://myanimelist.net/character/41966/Saya_Kisaragi
Blood-C: The Last Dark,"Nanahara, Fumito",Main,59,https://myanimelist.net/character/42661/Fumito_Nanahara
Boogiepop wa Warawanai,Boogiepop,Main,695,https://myanimelist.net/character/2598/Boogiepop
Boogiepop wa Warawanai,Boogiepop Phantom,Main,43,https://myanimelist.net/character/19899/Boogiepop_Phantom
Boogiepop wa Warawanai,"Kirima, Nagi",Main,136,https://myanimelist.net/character/2608/Nagi_Kirima
Boogiepop wa Warawanai,"Miyashita, Touka",Main,43,https://myanimelist.net/character/2609/Touka_Miyashita
C: The Money of Soul and Possibility Control,"Mikuni, Souichirou",Main,42,https://myanimelist.net/character/40964/Souichirou_Mikuni
C: The Money of Soul and Possibility Control,Msyu,Main,343,https://myanimelist.net/character/40450/Msyu
C: The Money of Soul and Possibility Control,"Yoga, Kimimaro",Main,69,https://myanimelist.net/character/40449/Kimimaro_Yoga
Cardfight!! Vanguard: Link Joker-hen,"Sendou, Aichi",Main,186,https://myanimelist.net/character/39539/Aichi_Sendou
Cardfight!! Vanguard: Link Joker-hen,"Tatsunagi, Kourin",Main,25,https://myanimelist.net/character/40427/Kourin_Tatsunagi
Cardfight!! Vanguard: Link Joker-hen,"Tokura, Misaki",Main,133,https://myanimelist.net/character/39494/Misaki_Tokura
ChroNoiR Episode.0,Kanae,Main,21,https://myanimelist.net/character/233015/Kanae
ChroNoiR Episode.0,"Lagusa, Alexander",Main,16,https://myanimelist.net/character/233016/Alexander_Lagusa
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Arc,Main,197,https://myanimelist.net/character/163354/Arc
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu","Lalatoya, Ariane Glenys",Main,142,https://myanimelist.net/character/171677/Ariane_Glenys_Lalatoya
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",Ponta,Main,86,https://myanimelist.net/character/195746/Ponta
Gingitsune,Gintarou,Main,62,https://myanimelist.net/character/88425/Gintarou
Guin Saga,Guin,Main,96,https://myanimelist.net/character/20760/Guin
Hiiro no Kakera 2nd Season,"Atori, Mahiro",Main,27,https://myanimelist.net/character/53839/Mahiro_Atori
Hiiro no Kakera 2nd Season,"Kasuga, Tamaki",Main,26,https://myanimelist.net/character/53835/Tamaki_Kasuga
Hiiro no Kakera 2nd Season,"Komura, Yuuichi",Main,42,https://myanimelist.net/character/53841/Yuuichi_Komura
Hiiro no Kakera 2nd Season,"Onizaki, Takuma",Main,180,https://myanimelist.net/character/53837/Takuma_Onizaki
4-nin wa Sorezore Uso wo Tsuku,Tsubasa,Main,30,https://myanimelist.net/character/209481/Tsubasa
Aku no Hana,"Kasuga, Takao",Main,491,https://myanimelist.net/character/62795/Takao_Kasuga
Aku no Hana,"Nakamura, Sawa",Main,2559,https://myanimelist.net/character/62793/Sawa_Nakamura
Aku no Hana,"Saeki, Nanako",Main,82,https://myanimelist.net/character/62797/Nanako_Saeki
Burn the Witch,"Niihashi, Noel",Main,379,https://myanimelist.net/character/164195/Noel_Niihashi
Burn the Witch,"Spangcole, Ninny",Main,144,https://myanimelist.net/character/164196/Ninny_Spangcole
Deadman Wonderland,"Igarashi, Ganta",Main,611,https://myanimelist.net/character/8630/Ganta_Igarashi
Deadman Wonderland,Shiro,Main,5571,https://myanimelist.net/character/8631/Shiro
Hentai Ouji to Warawanai Neko.,"Azuki, Azusa",Main,325,https://myanimelist.net/character/52819/Azusa_Azuki
Hentai Ouji to Warawanai Neko.,"Tsutsukakushi, Tsukiko",Main,2197,https://myanimelist.net/character/42469/Tsukiko_Tsutsukakushi
Hentai Ouji to Warawanai Neko.,"Tsutsukakushi, Tsukushi",Main,138,https://myanimelist.net/character/54939/Tsukushi_Tsutsukakushi
Hentai Ouji to Warawanai Neko.,"Yokodera, Youto",Main,164,https://myanimelist.net/character/42470/Youto_Yokodera
Kyoukai no Rinne 2nd Season,"Mamiya, Sakura",Main,29,https://myanimelist.net/character/21176/Sakura_Mamiya
Kyoukai no Rinne 2nd Season,"Rokudou, Rinne",Main,71,https://myanimelist.net/character/21408/Rinne_Rokudou
Mahoromatic: Automatic Maiden,"Andou, Mahoro",Main,298,https://myanimelist.net/character/1314/Mahoro_Andou
Mouretsu Pirates,"Katou, Marika",Main,199,https://myanimelist.net/character/46213/Marika_Katou
Mouretsu Pirates,"Kurihara, Chiaki",Main,34,https://myanimelist.net/character/49873/Chiaki_Kurihara
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Amakusa, Kanade",Main,121,https://myanimelist.net/character/81219/Kanade_Amakusa
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",Chocolat,Main,433,https://myanimelist.net/character/81221/Chocolat
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Yukihira, Furano",Main,506,https://myanimelist.net/character/81223/Furano_Yukihira
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru","Yuuouji, Ouka",Main,157,https://myanimelist.net/character/81225/Ouka_Yuuouji
Otonari ni Ginga,"Goshiki, Shiori",Main,75,https://myanimelist.net/character/210104/Shiori_Goshiki
Otonari ni Ginga,"Kuga, Ichirou",Main,16,https://myanimelist.net/character/210103/Ichirou_Kuga
Planet With,"Kuroi, Ginko",Main,52,https://myanimelist.net/character/160402/Ginko_Kuroi
"Sentouin, Hakenshimasu!",Grimm,Main,74,https://myanimelist.net/character/180684/Grimm
"Sentouin, Hakenshimasu!","Kisaragi, Alice ",Main,322,https://myanimelist.net/character/180616/Alice__Kisaragi
"Sentouin, Hakenshimasu!",Rose,Main,90,https://myanimelist.net/character/180683/Rose
"Sentouin, Hakenshimasu!",Sentouin Roku-gou,Main,243,https://myanimelist.net/character/184856/Sentouin_Roku-gou
"Sentouin, Hakenshimasu!",Snow,Main,47,https://myanimelist.net/character/180682/Snow
Show by Rock!! Stars!!,Chuchu,Main,34,https://myanimelist.net/character/122823/Chuchu
Show by Rock!! Stars!!,Delmin,Main,21,https://myanimelist.net/character/176248/Delmin
Show by Rock!! Stars!!,"Hijirikawa, Cyan",Main,299,https://myanimelist.net/character/122819/Cyan_Hijirikawa
Show by Rock!! Stars!!,Howan,Main,61,https://myanimelist.net/character/176247/Howan
Show by Rock!! Stars!!,"Mashima, Himeko",Main,40,https://myanimelist.net/character/176249/Himeko_Mashima
Show by Rock!! Stars!!,Moa,Main,46,https://myanimelist.net/character/122827/Moa
Show by Rock!! Stars!!,Retoree,Main,75,https://myanimelist.net/character/122825/Retoree
Suki na Ko ga Megane wo Wasureta,"Komura, Kaede",Main,116,https://myanimelist.net/character/179682/Kaede_Komura
Suki na Ko ga Megane wo Wasureta,"Mie, Ai",Main,473,https://myanimelist.net/character/179681/Ai_Mie
Tears to Tiara,Arawn,Main,70,https://myanimelist.net/character/14122/Arawn
Tears to Tiara,Octavia,Main,49,https://myanimelist.net/character/14404/Octavia
Tenchi Muyou! GXP,"Yamada, Seina",Main,17,https://myanimelist.net/character/15684/Seina_Yamada
Tonkatsu DJ Agetarou,"Katsumata, Agetarou",Main,16,https://myanimelist.net/character/131865/Agetarou_Katsumata
The iDOLM@STER SideM,"Amagase, Touma",Main,27,https://myanimelist.net/character/44421/Touma_Amagase
The iDOLM@STER SideM,"Iseya, Shiki",Main,26,https://myanimelist.net/character/150846/Shiki_Iseya
The iDOLM@STER SideM,Pierre,Main,18,https://myanimelist.net/character/149250/Pierre
The iDOLM@STER SideM,"Sakuraba, Kaoru",Main,25,https://myanimelist.net/character/149257/Kaoru_Sakuraba
The iDOLM@STER SideM,"Tendou, Teru",Main,16,https://myanimelist.net/character/149258/Teru_Tendou
Vampire in the Garden,Fine,Main,131,https://myanimelist.net/character/203394/Fine
Vampire in the Garden,Momo,Main,16,https://myanimelist.net/character/203393/Momo
Ensemble Stars!! Road to Show!!,"Aoi, Hinata",Main,46,https://myanimelist.net/character/137193/Hinata_Aoi
Ensemble Stars!! Road to Show!!,"Ayase, Mayoi",Main,90,https://myanimelist.net/character/202649/Mayoi_Ayase
Ensemble Stars!! Road to Show!!,"Isara, Mao",Main,155,https://myanimelist.net/character/137073/Mao_Isara
Ensemble Stars!! Road to Show!!,"Oukawa, Kohaku",Main,53,https://myanimelist.net/character/202652/Kohaku_Oukawa
Ensemble Stars!! Road to Show!!,"Sakuma, Ritsu",Main,301,https://myanimelist.net/character/137181/Ritsu_Sakuma
Ensemble Stars!! Road to Show!!,"Sena, Izumi",Main,166,https://myanimelist.net/character/137179/Izumi_Sena
Ensemble Stars!! Road to Show!!,"Shiratori, Aira",Main,29,https://myanimelist.net/character/202648/Aira_Shiratori
Ensemble Stars!! Road to Show!!,"Yuuki, Makoto",Main,63,https://myanimelist.net/character/137071/Makoto_Yuuki
Fantasy Bishoujo Juniku Ojisan to,"Jinguuji, Tsukasa",Main,53,https://myanimelist.net/character/180748/Tsukasa_Jinguuji
Fantasy Bishoujo Juniku Ojisan to,"Tachibana, Hinata",Main,248,https://myanimelist.net/character/180749/Hinata_Tachibana
Ixion Saga DT,"Dukakis, Erekpyle",Main,52,https://myanimelist.net/character/65957/Erekpyle_Dukakis
Ixion Saga DT,"Hokaze, Kon",Main,71,https://myanimelist.net/character/65955/Kon_Hokaze
Ixion Saga DT,Mariandale,Main,66,https://myanimelist.net/character/65975/Mariandale
Koi to Yobu ni wa Kimochi Warui,"Amakusa, Ryou",Main,174,https://myanimelist.net/character/187175/Ryou_Amakusa
Koi to Yobu ni wa Kimochi Warui,"Arima, Ichika",Main,110,https://myanimelist.net/character/187174/Ichika_Arima
Kuromukuro,"Noël, Sophie ",Main,16,https://myanimelist.net/character/137401/Sophie__Noël
Kuromukuro,"Ouma, Kennosuke Tokisada",Main,87,https://myanimelist.net/character/137849/Kennosuke_Tokisada_Ouma
Kuromukuro,"Shirahane, Yukina",Main,37,https://myanimelist.net/character/137850/Yukina_Shirahane
Kuroshitsuji II,"Faustus, Claude",Main,384,https://myanimelist.net/character/30029/Claude_Faustus
Kuroshitsuji II,"Trancy, Alois",Main,2239,https://myanimelist.net/character/30030/Alois_Trancy
Kyousou Giga (2012),Koto,Main,538,https://myanimelist.net/character/46989/Koto
Kyousou Giga (2012),Myoue,Main,110,https://myanimelist.net/character/46993/Myoue
Kyuuketsuhime Miyu (TV),Larva,Main,66,https://myanimelist.net/character/4209/Larva
Kyuuketsuhime Miyu (TV),"Yamano, Miyu",Main,148,https://myanimelist.net/character/4208/Miyu_Yamano
Macross 7,"Jenius, Mylene Flare",Main,46,https://myanimelist.net/character/4811/Mylene_Flare_Jenius
Macross 7,"Kizaki, Gamlin",Main,24,https://myanimelist.net/character/10896/Gamlin_Kizaki
Macross 7,"Nekki, Basara",Main,302,https://myanimelist.net/character/4817/Basara_Nekki
Mouryou no Hako,"Chuuzenji, Akihiko",Main,83,https://myanimelist.net/character/19393/Akihiko_Chuuzenji
Mouryou no Hako,"Enokizu, Reijiro",Main,18,https://myanimelist.net/character/17495/Reijiro_Enokizu
Saikyou Onmyouji no Isekai Tenseiki,Amyu,Main,17,https://myanimelist.net/character/214624/Amyu
Saikyou Onmyouji no Isekai Tenseiki,"Lamprogue, Seika",Main,61,https://myanimelist.net/character/214622/Seika_Lamprogue
Saikyou Onmyouji no Isekai Tenseiki,Yifa,Main,29,https://myanimelist.net/character/214623/Yifa
Saishuu Heiki Kanojo,Akemi,Main,17,https://myanimelist.net/character/2339/Akemi
Saishuu Heiki Kanojo,Chise,Main,199,https://myanimelist.net/character/2337/Chise
Saishuu Heiki Kanojo,Shuuji,Main,34,https://myanimelist.net/character/2338/Shuuji
Kirakira☆Precure A La Mode,"Arisugawa, Himari",Main,33,https://myanimelist.net/character/147070/Himari_Arisugawa
Kirakira☆Precure A La Mode,"Kenjou, Akira",Main,33,https://myanimelist.net/character/147455/Akira_Kenjou
Kirakira☆Precure A La Mode,"Kirahoshi, Ciel",Main,21,https://myanimelist.net/character/151493/Ciel_Kirahoshi
Kirakira☆Precure A La Mode,"Tategami, Aoi",Main,24,https://myanimelist.net/character/147069/Aoi_Tategami
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,Eureka,Main,1848,https://myanimelist.net/character/1709/Eureka
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Novak, Holland",Main,519,https://myanimelist.net/character/1512/Holland_Novak
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Thurston, Renton",Main,1098,https://myanimelist.net/character/477/Renton_Thurston
Koukyoushihen Eureka Seven: Pocket ga Niji de Ippai,"Yuuki, Talho",Main,168,https://myanimelist.net/character/1530/Talho_Yuuki
Kurokami The Animation,Kuro,Main,182,https://myanimelist.net/character/12054/Kuro
Nyan Koi!,"Kousaka, Junpei",Main,80,https://myanimelist.net/character/24235/Junpei_Kousaka
Nyan Koi!,"Mizuno, Kaede",Main,79,https://myanimelist.net/character/24237/Kaede_Mizuno
Nyan Koi!,"Sumiyoshi, Kanako",Main,188,https://myanimelist.net/character/24829/Kanako_Sumiyoshi
Rokudenashi Majutsu Koushi to Akashic Records,"Fibel, Sistine",Main,1644,https://myanimelist.net/character/145739/Sistine_Fibel
Rokudenashi Majutsu Koushi to Akashic Records,"Radars, Glenn",Main,1619,https://myanimelist.net/character/139713/Glenn_Radars
Rokudenashi Majutsu Koushi to Akashic Records,"Tingel, Rumia",Main,321,https://myanimelist.net/character/146214/Rumia_Tingel
Rokujouma no Shinryakusha!?,"Fortorthe, Theiamillis Gre",Main,71,https://myanimelist.net/character/101959/Theiamillis_Gre_Fortorthe
Rokujouma no Shinryakusha!?,"Higashihongan, Sanae",Main,59,https://myanimelist.net/character/101951/Sanae_Higashihongan
Rokujouma no Shinryakusha!?,"Kurano, Kiriha",Main,40,https://myanimelist.net/character/101955/Kiriha_Kurano
Rokujouma no Shinryakusha!?,"Nijino, Yurika",Main,230,https://myanimelist.net/character/101953/Yurika_Nijino
Rokujouma no Shinryakusha!?,"Satomi, Koutarou",Main,27,https://myanimelist.net/character/101949/Koutarou_Satomi
Shinkyoku Soukai Polyphonica Crimson S,"Apa Lagranges, Corticarte",Main,94,https://myanimelist.net/character/2913/Corticarte_Apa_Lagranges
VTuber Nandaga Haishin Kiri Wasuretara Densetsu ni Natteta,"Kokorone, Awayuki",Main,37,https://myanimelist.net/character/212492/Awayuki_Kokorone
Wanmei Shijie Movie: Huo Zhi Huijin,"Shi, Hao",Main,37,https://myanimelist.net/character/217906/Hao_Shi
Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,"Dolkness, Yumiella",Main,460,https://myanimelist.net/character/187749/Yumiella_Dolkness
Angolmois: Genkou Kassenki,"Kuchii, Jinzaburou",Main,42,https://myanimelist.net/character/163914/Jinzaburou_Kuchii
Buddy Complex,"Watase, Aoba",Main,39,https://myanimelist.net/character/95819/Aoba_Watase
Buddy Complex,"Weinberg Junyou, Dio",Main,16,https://myanimelist.net/character/95821/Dio_Weinberg_Junyou
Buddy Complex,"Yumihara, Hina",Main,75,https://myanimelist.net/character/95823/Hina_Yumihara
Denpa Onna to Seishun Otoko,Maekawa,Main,73,https://myanimelist.net/character/41574/Maekawa
Denpa Onna to Seishun Otoko,"Mifune, Ryuuko",Main,202,https://myanimelist.net/character/40875/Ryuuko_Mifune
Denpa Onna to Seishun Otoko,"Niwa, Makoto",Main,47,https://myanimelist.net/character/40874/Makoto_Niwa
Denpa Onna to Seishun Otoko,"Touwa, Erio",Main,1466,https://myanimelist.net/character/36074/Erio_Touwa
GA: Geijutsuka Art Design Class,"Noda, Miki",Main,26,https://myanimelist.net/character/21300/Miki_Noda
GA: Geijutsuka Art Design Class,Tomokane,Main,16,https://myanimelist.net/character/21302/Tomokane
GA: Geijutsuka Art Design Class,"Yamaguchi, Kisaragi",Main,20,https://myanimelist.net/character/21298/Kisaragi_Yamaguchi
Garo: Vanishing Line,Gina,Main,20,https://myanimelist.net/character/155263/Gina
Garo: Vanishing Line,Sword,Main,38,https://myanimelist.net/character/155260/Sword
Heat Guy J,"Aurora, Daisuke",Main,24,https://myanimelist.net/character/2680/Daisuke_Aurora
Heat Guy J,J,Main,17,https://myanimelist.net/character/5925/J
Heat Guy J,"Leonelli, Clair",Main,27,https://myanimelist.net/character/9486/Clair_Leonelli
Jaku-Chara Tomozaki-kun,"Hinami, Aoi",Main,433,https://myanimelist.net/character/156676/Aoi_Hinami
Jaku-Chara Tomozaki-kun,"Tomozaki, Fumiya",Main,332,https://myanimelist.net/character/165743/Fumiya_Tomozaki
Ai Yori Aoshi: Enishi,"Hanabishi, Kaoru",Main,57,https://myanimelist.net/character/5892/Kaoru_Hanabishi
Ai Yori Aoshi: Enishi,"Sakuraba, Aoi",Main,334,https://myanimelist.net/character/2266/Aoi_Sakuraba
Beyblade Burst God,"Aoi, Valt",Main,115,https://myanimelist.net/character/131538/Valt_Aoi
Beyblade Burst God,"De La Hoya, Free",Main,145,https://myanimelist.net/character/151719/Free_De_La_Hoya
Beyblade Burst God,"Kurenai, Shuu",Main,229,https://myanimelist.net/character/131539/Shuu_Kurenai
Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,"Royal Ivy, Pride",Main,81,https://myanimelist.net/character/219462/Pride_Royal_Ivy
Junketsu no Maria,Maria,Main,103,https://myanimelist.net/character/112693/Maria
Kenkou Zenrakei Suiei-bu Umishou,"Ninagawa, Amuro",Main,79,https://myanimelist.net/character/3368/Amuro_Ninagawa
Kunoichi Tsubaki no Mune no Uchi,Rindou,Main,19,https://myanimelist.net/character/201172/Rindou
Kunoichi Tsubaki no Mune no Uchi,Sazanka,Main,27,https://myanimelist.net/character/201164/Sazanka
Kunoichi Tsubaki no Mune no Uchi,Tsubaki,Main,60,https://myanimelist.net/character/201163/Tsubaki
Lodoss-tou Senki: Eiyuu Kishi Den,Deedlit,Main,401,https://myanimelist.net/character/4776/Deedlit
Lodoss-tou Senki: Eiyuu Kishi Den,Parn,Main,51,https://myanimelist.net/character/5909/Parn
Ryuugajou Nanana no Maizoukin,"Ikkyuu, Tensai",Main,312,https://myanimelist.net/character/100541/Tensai_Ikkyuu
Ryuugajou Nanana no Maizoukin,"Ryuugajou, Nanana",Main,147,https://myanimelist.net/character/96777/Nanana_Ryuugajou
Ryuugajou Nanana no Maizoukin,"Yama, Juugo",Main,27,https://myanimelist.net/character/100537/Juugo_Yama
"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",Luciel,Main,18,https://myanimelist.net/character/220747/Luciel
Urara Meirochou,Chiya,Main,392,https://myanimelist.net/character/146491/Chiya
Urara Meirochou,"Natsume, Nono",Main,28,https://myanimelist.net/character/146494/Nono_Natsume
Urara Meirochou,"Tatsumi, Kon",Main,89,https://myanimelist.net/character/146492/Kon_Tatsumi
Urara Meirochou,"Yukimi, Koume",Main,44,https://myanimelist.net/character/146493/Koume_Yukimi
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,Yuurei-chan,Main,29,https://myanimelist.net/character/203428/Yuurei-chan
Shikanoko Nokonoko Koshitantan,"Bashame, Meme",Main,162,https://myanimelist.net/character/244932/Meme_Bashame
Shikanoko Nokonoko Koshitantan,"Koshi, Anko",Main,44,https://myanimelist.net/character/208619/Anko_Koshi
Shikanoko Nokonoko Koshitantan,"Koshi, Torako",Main,143,https://myanimelist.net/character/208617/Torako_Koshi
Shikanoko Nokonoko Koshitantan,"Shikanoko, Noko",Main,469,https://myanimelist.net/character/208618/Noko_Shikanoko
Alice to Zouroku,"Kashimura, Zouroku",Main,44,https://myanimelist.net/character/148469/Zouroku_Kashimura
Alice to Zouroku,"Kashimura, Sana",Main,49,https://myanimelist.net/character/148468/Sana_Kashimura
Biohazard: Damnation,"Kennedy, Leon Scott",Main,499,https://myanimelist.net/character/15801/Leon_Scott_Kennedy
Digimon Adventure 02 Movies,Terriermon,Main,154,https://myanimelist.net/character/13593/Terriermon
Karin,"Maaka, Karin",Main,417,https://myanimelist.net/character/468/Karin_Maaka
Karin,"Usui, Kenta",Main,90,https://myanimelist.net/character/469/Kenta_Usui
Kazemakase Tsukikage Ran,Myao,Main,24,https://myanimelist.net/character/9657/Myao
Kazemakase Tsukikage Ran,"Tsukikage, Ran",Main,81,https://myanimelist.net/character/5346/Ran_Tsukikage
Kuzu no Honkai,"Awaya, Mugi",Main,245,https://myanimelist.net/character/128504/Mugi_Awaya
Kuzu no Honkai,"Yasuraoka, Hanabi",Main,2540,https://myanimelist.net/character/128503/Hanabi_Yasuraoka
Madan no Ou to Vanadis,"Viltaria, Eleonora",Main,264,https://myanimelist.net/character/77207/Eleonora_Viltaria
Madan no Ou to Vanadis,"Vorn, Tigrevurmud",Main,273,https://myanimelist.net/character/82347/Tigrevurmud_Vorn
Myself; Yourself,"Hidaka, Sana",Main,61,https://myanimelist.net/character/5358/Sana_Hidaka
Myself; Yourself,"Hoshino, Asami",Main,30,https://myanimelist.net/character/5365/Asami_Hoshino
Myself; Yourself,"Oribe, Aoi",Main,54,https://myanimelist.net/character/5361/Aoi_Oribe
Myself; Yourself,"Wakatsuki, Shuri",Main,20,https://myanimelist.net/character/5362/Shuri_Wakatsuki
Myself; Yourself,"Wakatsuki, Shuusuke",Main,18,https://myanimelist.net/character/5359/Shuusuke_Wakatsuki
Myself; Yourself,"Yatsushiro, Nanaka",Main,168,https://myanimelist.net/character/5360/Nanaka_Yatsushiro
Sansha Sanyou,"Hayama, Teru",Main,17,https://myanimelist.net/character/33801/Teru_Hayama
Sansha Sanyou,"Nishikawa, Youko",Main,25,https://myanimelist.net/character/33802/Youko_Nishikawa
Sansha Sanyou,"Odagiri, Futaba",Main,56,https://myanimelist.net/character/33803/Futaba_Odagiri
Kamisama Kazoku,"Kamiyama, Tenko",Main,51,https://myanimelist.net/character/4563/Tenko_Kamiyama
Kimi ga Aruji de Shitsuji ga Ore de,"Kuonji, Shinra",Main,125,https://myanimelist.net/character/8159/Shinra_Kuonji
Kimi ga Aruji de Shitsuji ga Ore de,Natose,Main,22,https://myanimelist.net/character/8164/Natose
Love Hina,"Aoyama, Motoko",Main,344,https://myanimelist.net/character/1041/Motoko_Aoyama
Love Hina,"Konno, Mitsune",Main,90,https://myanimelist.net/character/1043/Mitsune_Konno
Love Hina,"Maehara, Shinobu",Main,241,https://myanimelist.net/character/1040/Shinobu_Maehara
Love Hina,"Narusegawa, Naru",Main,671,https://myanimelist.net/character/1038/Naru_Narusegawa
Love Hina,"Su, Kaolla",Main,173,https://myanimelist.net/character/1042/Kaolla_Su
Love Hina,"Urashima, Keitarou",Main,424,https://myanimelist.net/character/1037/Keitarou_Urashima
Mangaka-san to Assistant-san to The Animation,"Aito, Yuuki",Main,160,https://myanimelist.net/character/43467/Yuuki_Aito
Mangaka-san to Assistant-san to The Animation,"Ashisu, Sahoto",Main,165,https://myanimelist.net/character/33017/Sahoto_Ashisu
Mangaka-san to Assistant-san to The Animation,"Kuroi, Sena",Main,39,https://myanimelist.net/character/64965/Sena_Kuroi
Mangaka-san to Assistant-san to The Animation,"Otosuna, Mihari",Main,26,https://myanimelist.net/character/43462/Mihari_Otosuna
Medarot,Metabee,Main,125,https://myanimelist.net/character/12504/Metabee
Medarot,"Tenryou, Ikki",Main,24,https://myanimelist.net/character/10335/Ikki_Tenryou
Onegai☆Teacher,"Kazami, Mizuho",Main,489,https://myanimelist.net/character/2763/Mizuho_Kazami
Onegai☆Teacher,"Kusanagi, Kei",Main,76,https://myanimelist.net/character/2908/Kei_Kusanagi
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Akagi, Towa",Main,51,https://myanimelist.net/character/127837/Towa_Akagi
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Amanogawa, Kirara",Main,87,https://myanimelist.net/character/121703/Kirara_Amanogawa
Precure All Stars Movie: Minna de Utau♪ - Kiseki no Mahou,"Kaidou, Minami",Main,36,https://myanimelist.net/character/121701/Minami_Kaidou
Tokyo Mew Mew,"Aizawa, Mint",Main,189,https://myanimelist.net/character/2691/Mint_Aizawa
Tokyo Mew Mew,"Fujiwara, Zakuro",Main,275,https://myanimelist.net/character/2694/Zakuro_Fujiwara
Tokyo Mew Mew,"Huang, Bu-Ling",Main,153,https://myanimelist.net/character/2693/Bu-Ling_Huang
Tokyo Mew Mew,"Midorikawa, Lettuce",Main,104,https://myanimelist.net/character/2692/Lettuce_Midorikawa
Tokyo Mew Mew,"Momomiya, Ichigo",Main,754,https://myanimelist.net/character/2690/Ichigo_Momomiya
Tonari no Kyuuketsuki-san,"Amano, Akari",Main,19,https://myanimelist.net/character/147020/Akari_Amano
Tonari no Kyuuketsuki-san,Elly,Main,25,https://myanimelist.net/character/163393/Elly
Tonari no Kyuuketsuki-san,"Twilight, Sophie",Main,260,https://myanimelist.net/character/147019/Sophie_Twilight
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Dale,Main,44,https://myanimelist.net/character/151530/Dale
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",Latina,Main,374,https://myanimelist.net/character/144250/Latina
Yoake Mae yori Ruriiro na: Crescent Love,"Fam Earthlight, Feena",Main,67,https://myanimelist.net/character/1054/Feena_Fam_Earthlight
2.5-jigen no Ririsa,"Amano, Ririsa",Main,148,https://myanimelist.net/character/196218/Ririsa_Amano
2.5-jigen no Ririsa,"Tachibana, Mikari",Main,158,https://myanimelist.net/character/196219/Mikari_Tachibana
