Anime,Character,Role,Favorites,char_url
Adachi to Shimamura,"Adachi, Sakura",Main,1017,https://myanimelist.net/character/118715/Sakura_Adachi
Adachi to Shimamura,"Shimamura, Hougetsu",Main,496,https://myanimelist.net/character/118717/Hougetsu_Shimamura
Another World,"Ichigyou, Ruri",Main,300,https://myanimelist.net/character/176800/Ruri_Ichigyou
Another World,"Katagaki, Naomi",Main,72,https://myanimelist.net/character/176801/Naomi_Katagaki
Aoi Hana,"Manjoume, Fumi",Main,157,https://myanimelist.net/character/21641/Fumi_Manjoume
Aoi Hana,"Okudaira, Akira",Main,52,https://myanimelist.net/character/21642/Akira_Okudaira
Aoi Hana,"Sugimoto, Yasuko",Main,44,https://myanimelist.net/character/22719/Yasuko_Sugimoto
Deltora Quest,Barda,Main,18,https://myanimelist.net/character/6360/Barda
Deltora Quest,Jasmine,Main,55,https://myanimelist.net/character/6362/Jasmine
Deltora Quest,Lief,Main,45,https://myanimelist.net/character/6359/Lief
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Amano, Nene",Main,24,https://myanimelist.net/character/33101/Nene_Amano
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Aonuma, Kiriha",Main,16,https://myanimelist.net/character/33100/Kiriha_Aonuma
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,"Kudou, Taiki",Main,60,https://myanimelist.net/character/33096/Taiki_Kudou
Digimon Xros Wars: Aku no Death General to Nanatsu no Oukoku,Shoutmon,Main,36,https://myanimelist.net/character/33097/Shoutmon
Goukon ni Ittara Onna ga Inakatta Hanashi,Suou,Main,18,https://myanimelist.net/character/220209/Suou
Hatenkou Yuugi,Alzeid,Main,82,https://myanimelist.net/character/4698/Alzeid
Hatenkou Yuugi,"Anadis, Baroqueheat",Main,17,https://myanimelist.net/character/6709/Baroqueheat_Anadis
Hatenkou Yuugi,"Anadis, Rahzel",Main,191,https://myanimelist.net/character/4697/Rahzel_Anadis
Arknights: Reimei Zensou,Doctor,Main,73,https://myanimelist.net/character/190812/Doctor
Bishounen Tanteidan,"Ashikaga, Hyouta",Main,48,https://myanimelist.net/character/191887/Hyouta_Ashikaga
Bishounen Tanteidan,"Doujima, Mayumi",Main,97,https://myanimelist.net/character/191889/Mayumi_Doujima
Bishounen Tanteidan,"Fukuroi, Michiru",Main,76,https://myanimelist.net/character/191886/Michiru_Fukuroi
Bishounen Tanteidan,"Sakiguchi, Nagahiro",Main,31,https://myanimelist.net/character/191885/Nagahiro_Sakiguchi
Bishounen Tanteidan,"Soutouin, Manabu",Main,74,https://myanimelist.net/character/191884/Manabu_Soutouin
Bishounen Tanteidan,"Yubiwa, Sousaku",Main,86,https://myanimelist.net/character/191888/Sousaku_Yubiwa
Black Blood Brothers,"Katsuragi, Mimiko",Main,16,https://myanimelist.net/character/784/Mimiko_Katsuragi
Black Blood Brothers,"Mochizuki, Kotarou",Main,27,https://myanimelist.net/character/783/Kotarou_Mochizuki
Black Blood Brothers,"Mochizuki, Jirou",Main,231,https://myanimelist.net/character/782/Jirou_Mochizuki
Black Blood Brothers,"Warlock, Cassandra Jill",Main,17,https://myanimelist.net/character/785/Cassandra_Jill_Warlock
Black Bullet,"Aihara, Enju",Main,1084,https://myanimelist.net/character/74621/Enju_Aihara
Black Bullet,"Satomi, Rentarou",Main,853,https://myanimelist.net/character/74619/Rentarou_Satomi
Black Bullet,"Sprout, Tina",Main,601,https://myanimelist.net/character/97251/Tina_Sprout
Black Bullet,"Tendou, Kisara",Main,223,https://myanimelist.net/character/83523/Kisara_Tendou
Bubblegum Crisis Tokyo 2040,"Asagiri, Priscilla",Main,254,https://myanimelist.net/character/1695/Priscilla_Asagiri
Bubblegum Crisis Tokyo 2040,"Romanova, Nene",Main,99,https://myanimelist.net/character/1696/Nene_Romanova
Bubblegum Crisis Tokyo 2040,"Stingray, Sylia",Main,26,https://myanimelist.net/character/3237/Sylia_Stingray
Bubblegum Crisis Tokyo 2040,"Yamazaki, Linna",Main,27,https://myanimelist.net/character/1697/Linna_Yamazaki
Kirarin☆Revolution,"Hiwatari, Seiji",Main,23,https://myanimelist.net/character/5566/Seiji_Hiwatari
Kirarin☆Revolution,"Kazama, Hiroto",Main,97,https://myanimelist.net/character/5676/Hiroto_Kazama
Kirarin☆Revolution,Naa-san,Main,37,https://myanimelist.net/character/7238/Naa-san
Kirarin☆Revolution,"Tsukishima, Kirari",Main,122,https://myanimelist.net/character/4465/Kirari_Tsukishima
Lostorage Conflated WIXOSS,"Homura, Suzuko",Main,27,https://myanimelist.net/character/144531/Suzuko_Homura
Lostorage Conflated WIXOSS,"Morikawa, Chinatsu",Main,23,https://myanimelist.net/character/144532/Chinatsu_Morikawa
Majutsushi Orphen,"Everlasting, Cleao",Main,18,https://myanimelist.net/character/5758/Cleao_Everlasting
Majutsushi Orphen,Orphen,Main,209,https://myanimelist.net/character/1411/Orphen
Mutafukaz,Vinz,Main,20,https://myanimelist.net/character/165739/Vinz
Muv-Luv Alternative: Total Eclipse,"Barchenowa, Cryska",Main,85,https://myanimelist.net/character/43960/Cryska_Barchenowa
Muv-Luv Alternative: Total Eclipse,"Bridges, Yuuya",Main,41,https://myanimelist.net/character/43958/Yuuya_Bridges
Muv-Luv Alternative: Total Eclipse,"Sestina, Inia",Main,29,https://myanimelist.net/character/44163/Inia_Sestina
Muv-Luv Alternative: Total Eclipse,"Takamura, Yui",Main,220,https://myanimelist.net/character/43959/Yui_Takamura
No Guns Life 2nd Season,"Inui, Juuzou",Main,268,https://myanimelist.net/character/142470/Juuzou_Inui
No Guns Life 2nd Season,"Steinberg, Mary",Main,62,https://myanimelist.net/character/166835/Mary_Steinberg
Sayonara Watashi no Cramer Movie: First Touch,"Onda, Nozomi",Main,27,https://myanimelist.net/character/169175/Nozomi_Onda
Sousei no Aquarion,Apollo,Main,102,https://myanimelist.net/character/4143/Apollo
Sousei no Aquarion,"de Alisia, Silvia",Main,25,https://myanimelist.net/character/4144/Silvia_de_Alisia
Shadow Skill: Eigi,"Ban, Gau",Main,18,https://myanimelist.net/character/4463/Gau_Ban
Shadow Skill: Eigi,"Ragu, Elle",Main,60,https://myanimelist.net/character/4464/Elle_Ragu
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,"Hidaka, Yumemi",Main,30,https://myanimelist.net/character/6337/Yumemi_Hidaka
Sora wo Miageru Shoujo no Hitomi ni Utsuru Sekai,Munto,Main,74,https://myanimelist.net/character/9467/Munto
Synduality: Noir Part 2,Noir,Main,33,https://myanimelist.net/character/217468/Noir
The God of High School,"Han, Dae-Wi",Main,461,https://myanimelist.net/character/160104/Dae-Wi_Han
The God of High School,"Jin, Mo-Ri",Main,2048,https://myanimelist.net/character/157935/Mo-Ri_Jin
The God of High School,"Yu, Mi-Ra",Main,213,https://myanimelist.net/character/157938/Mi-Ra_Yu
Vampire Knight Guilty,"Cross, Yuuki",Main,1497,https://myanimelist.net/character/3518/Yuuki_Cross
Vampire Knight Guilty,"Kiryuu, Zero",Main,6908,https://myanimelist.net/character/3519/Zero_Kiryuu
Vampire Knight Guilty,"Kuran, Kaname",Main,3958,https://myanimelist.net/character/3520/Kaname_Kuran
Yoroiden Samurai Troopers,"Date, Seiji",Main,18,https://myanimelist.net/character/5713/Seiji_Date
Yoroiden Samurai Troopers,"Hashiba, Touma",Main,25,https://myanimelist.net/character/5715/Touma_Hashiba
Yoroiden Samurai Troopers,"Sanada, Ryo",Main,16,https://myanimelist.net/character/5712/Ryo_Sanada
.hack//G.U. Trilogy,Atoli,Main,51,https://myanimelist.net/character/5781/Atoli
.hack//G.U. Trilogy,Haseo,Main,533,https://myanimelist.net/character/33/Haseo
.hack//G.U. Trilogy,Ovan,Main,74,https://myanimelist.net/character/32/Ovan
.hack//G.U. Trilogy,Shino,Main,39,https://myanimelist.net/character/34/Shino
Aquarion Evol,"Demuri, Kagura",Main,77,https://myanimelist.net/character/52783/Kagura_Demuri
Aquarion Evol,"Sora, Amata",Main,51,https://myanimelist.net/character/52777/Amata_Sora
Aquarion Evol,"Suzushiro, Mikono",Main,92,https://myanimelist.net/character/52779/Mikono_Suzushiro
Aquarion Evol,"Wong, Zessica",Main,89,https://myanimelist.net/character/52781/Zessica_Wong
Chicchana Yukitsukai Sugar,"Bergman, Saga",Main,22,https://myanimelist.net/character/4268/Saga_Bergman
Chicchana Yukitsukai Sugar,Sugar,Main,35,https://myanimelist.net/character/5919/Sugar
Doubutsu no Mori,Bouquet,Main,23,https://myanimelist.net/character/35721/Bouquet
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,"Higurashi, Towa",Main,83,https://myanimelist.net/character/181868/Towa_Higurashi
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Moroha,Main,219,https://myanimelist.net/character/181870/Moroha
Hanyou no Yashahime: Sengoku Otogizoushi - Ni no Shou,Setsuna,Main,75,https://myanimelist.net/character/181869/Setsuna
Highschool of the Dead,"Busujima, Saeko",Main,5750,https://myanimelist.net/character/6043/Saeko_Busujima
Highschool of the Dead,"Hirano, Kouta",Main,848,https://myanimelist.net/character/6047/Kouta_Hirano
Highschool of the Dead,"Komuro, Takashi",Main,1173,https://myanimelist.net/character/6045/Takashi_Komuro
Highschool of the Dead,"Maresato, Alice",Main,43,https://myanimelist.net/character/25342/Alice_Maresato
Highschool of the Dead,"Marikawa, Shizuka",Main,336,https://myanimelist.net/character/6046/Shizuka_Marikawa
Highschool of the Dead,"Miyamoto, Rei",Main,606,https://myanimelist.net/character/6044/Rei_Miyamoto
Highschool of the Dead,"Takagi, Saya",Main,492,https://myanimelist.net/character/6048/Saya_Takagi
Houkago Shounen Hanako-kun,Hanako-kun,Main,9223,https://myanimelist.net/character/160102/Hanako-kun
Houkago Shounen Hanako-kun,"Minamoto, Kou",Main,1498,https://myanimelist.net/character/171858/Kou_Minamoto
Houkago Shounen Hanako-kun,"Yashiro, Nene",Main,2190,https://myanimelist.net/character/160103/Nene_Yashiro
Kaizoku Oujo,"Houtman, Fena",Main,80,https://myanimelist.net/character/198401/Fena_Houtman
Karneval (TV),Gareki,Main,1199,https://myanimelist.net/character/16700/Gareki
Karneval (TV),Nai,Main,393,https://myanimelist.net/character/16699/Nai
Karneval (TV),Tsukumo,Main,115,https://myanimelist.net/character/21425/Tsukumo
Karneval (TV),Yogi,Main,797,https://myanimelist.net/character/19494/Yogi
Kikansha no Mahou wa Tokubetsu desu,"Eru, Romantica",Main,22,https://myanimelist.net/character/192597/Romantica_Eru
Kikansha no Mahou wa Tokubetsu desu,"Herrman, Desir",Main,82,https://myanimelist.net/character/190508/Desir_Herrman
Kikansha no Mahou wa Tokubetsu desu,"Schneider, Pram",Main,44,https://myanimelist.net/character/200634/Pram_Schneider
Knight's & Magic,"Echevarria, Ernesti",Main,314,https://myanimelist.net/character/121185/Ernesti_Echevarria
Knight's & Magic,"Olter, Adeltrud",Main,23,https://myanimelist.net/character/121463/Adeltrud_Olter
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Mataichi,Main,29,https://myanimelist.net/character/8371/Mataichi
Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,Ogin,Main,31,https://myanimelist.net/character/8370/Ogin
Muteki Kanban Musume,"Onimaru, Miki",Main,31,https://myanimelist.net/character/4707/Miki_Onimaru
My Home Hero,"Tosu, Tetsuo",Main,72,https://myanimelist.net/character/171398/Tetsuo_Tosu
Prima Doll,Gekka,Main,16,https://myanimelist.net/character/205582/Gekka
Prima Doll,Haizakura,Main,50,https://myanimelist.net/character/205580/Haizakura
Prima Doll,Houkiboshi,Main,20,https://myanimelist.net/character/205583/Houkiboshi
Prima Doll,Karasuba,Main,16,https://myanimelist.net/character/205581/Karasuba
Last Exile: Ginyoku no Fam,"Fan Fan, Fam",Main,33,https://myanimelist.net/character/43192/Fam_Fan_Fan
Seirei Gensouki,"Claire, Celia",Main,441,https://myanimelist.net/character/147860/Celia_Claire
Seirei Gensouki,Latifa,Main,99,https://myanimelist.net/character/152629/Latifa
Seirei Gensouki,Rio,Main,446,https://myanimelist.net/character/147858/Rio
Senkaiden Houshin Engi,Dakki,Main,21,https://myanimelist.net/character/4663/Dakki
Senkaiden Houshin Engi,Taikoubou,Main,94,https://myanimelist.net/character/3429/Taikoubou
Zero kara Hajimeru Mahou no Sho,Youhei,Main,173,https://myanimelist.net/character/144890/Youhei
Zero kara Hajimeru Mahou no Sho,Zero,Main,549,https://myanimelist.net/character/138035/Zero
Blue Archive the Animation,"Izayoi, Nonomi",Main,42,https://myanimelist.net/character/230985/Nonomi_Izayoi
Blue Archive the Animation,"Kuromi, Serika",Main,53,https://myanimelist.net/character/201458/Serika_Kuromi
Blue Archive the Animation,"Okusora, Ayane",Main,22,https://myanimelist.net/character/241307/Ayane_Okusora
Blue Archive the Animation,Sensei,Main,125,https://myanimelist.net/character/245615/Sensei
Blue Archive the Animation,"Sunaookami, Shiroko",Main,253,https://myanimelist.net/character/201457/Shiroko_Sunaookami
Blue Archive the Animation,"Takanashi, Hoshino",Main,275,https://myanimelist.net/character/224281/Hoshino_Takanashi
Densetsu Kyojin Ideon,"Jordan, Bes",Main,20,https://myanimelist.net/character/3067/Bes_Jordan
Densetsu Kyojin Ideon,"Yuuki, Cosmo",Main,16,https://myanimelist.net/character/3068/Cosmo_Yuuki
Digimon X-Evolution,Dorumon,Main,25,https://myanimelist.net/character/10234/Dorumon
Digimon X-Evolution,Dukemon,Main,22,https://myanimelist.net/character/10230/Dukemon
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,Cooler,Main,111,https://myanimelist.net/character/6304/Cooler
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,"Lee, Ranka",Main,791,https://myanimelist.net/character/7561/Ranka_Lee
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,"Nome, Sheryl",Main,1094,https://myanimelist.net/character/7560/Sheryl_Nome
Gekijou Tanpen Macross Frontier: Toki no Meikyuu,"Saotome, Alto",Main,208,https://myanimelist.net/character/7559/Alto_Saotome
Armitage III: Poly-Matrix,"Armitage, Naomi",Main,132,https://myanimelist.net/character/3900/Naomi_Armitage
Digimon Tamers: Bousou Digimon Tokkyuu,Culumon,Main,29,https://myanimelist.net/character/17568/Culumon
Digimon Tamers: Bousou Digimon Tokkyuu,Guilmon,Main,150,https://myanimelist.net/character/8762/Guilmon
Digimon Tamers: Bousou Digimon Tokkyuu,"Li, Jianliang",Main,41,https://myanimelist.net/character/4167/Jianliang_Li
Digimon Tamers: Bousou Digimon Tokkyuu,"Makino, Ruki",Main,156,https://myanimelist.net/character/3540/Ruki_Makino
Digimon Tamers: Bousou Digimon Tokkyuu,"Matsuda, Takato",Main,124,https://myanimelist.net/character/4168/Takato_Matsuda
Digimon Tamers: Bousou Digimon Tokkyuu,Renamon,Main,142,https://myanimelist.net/character/7598/Renamon
Dual! Parallel Lun-Lun Monogatari,D,Main,22,https://myanimelist.net/character/8438/D
Escaflowne,"Fanel, Van",Main,383,https://myanimelist.net/character/2803/Van_Fanel
Escaflowne,"Kanzaki, Hitomi",Main,121,https://myanimelist.net/character/2800/Hitomi_Kanzaki
Inou-Battle wa Nichijou-kei no Naka de,"Andou, Jurai",Main,249,https://myanimelist.net/character/109385/Jurai_Andou
Inou-Battle wa Nichijou-kei no Naka de,"Himeki, Chifuyu",Main,158,https://myanimelist.net/character/109393/Chifuyu_Himeki
Inou-Battle wa Nichijou-kei no Naka de,"Kanzaki, Tomoyo",Main,216,https://myanimelist.net/character/109387/Tomoyo_Kanzaki
Inou-Battle wa Nichijou-kei no Naka de,"Kushikawa, Hatoko",Main,452,https://myanimelist.net/character/109389/Hatoko_Kushikawa
Inou-Battle wa Nichijou-kei no Naka de,"Takanashi, Sayumi",Main,45,https://myanimelist.net/character/109391/Sayumi_Takanashi
"Kanojo, Okarishimasu 3rd Season","Ichinose, Chizuru",Main,11447,https://myanimelist.net/character/161286/Chizuru_Ichinose
"Kanojo, Okarishimasu 3rd Season","Kinoshita, Kazuya",Main,771,https://myanimelist.net/character/161283/Kazuya_Kinoshita
Kuro no Shoukanshi,Efil,Main,31,https://myanimelist.net/character/206238/Efil
Kuro no Shoukanshi,Kelvin,Main,101,https://myanimelist.net/character/169696/Kelvin
Metal Fight Beyblade 4D,"Amano, Madoka",Main,24,https://myanimelist.net/character/23295/Madoka_Amano
Metal Fight Beyblade 4D,"Hagane, Ginga",Main,211,https://myanimelist.net/character/22337/Ginga_Hagane
Metal Fight Beyblade 4D,Ryuuga,Main,588,https://myanimelist.net/character/39094/Ryuuga
Metal Fight Beyblade 4D,"Tategami, Kyouya",Main,197,https://myanimelist.net/character/23294/Kyouya_Tategami
Metal Fight Beyblade 4D,"Yumiya, Kenta",Main,30,https://myanimelist.net/character/23468/Kenta_Yumiya
Orient: Awajishima Gekitou-hen,"Hattori, Tsugumi",Main,28,https://myanimelist.net/character/173128/Tsugumi_Hattori
Orient: Awajishima Gekitou-hen,"Kanemaki, Kojirou",Main,16,https://myanimelist.net/character/178507/Kojirou_Kanemaki
Orient: Awajishima Gekitou-hen,Musashi,Main,45,https://myanimelist.net/character/165712/Musashi
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Mizusawa, Sora",Main,53,https://myanimelist.net/character/153562/Sora_Mizusawa
Osake wa Fuufu ni Natte kara: Yuzu Atsukan,"Mizusawa, Chisato",Main,137,https://myanimelist.net/character/150785/Chisato_Mizusawa
Sasameki Koto,"Kazama, Ushio",Main,48,https://myanimelist.net/character/19336/Ushio_Kazama
Sasameki Koto,"Murasame, Sumika",Main,205,https://myanimelist.net/character/19077/Sumika_Murasame
Shakunetsu no Takkyuu Musume,"Itsumo, Hokuto",Main,26,https://myanimelist.net/character/139369/Hokuto_Itsumo
Shakunetsu no Takkyuu Musume,"Kamiya, Agari",Main,18,https://myanimelist.net/character/139365/Agari_Kamiya
Shakunetsu no Takkyuu Musume,"Tsumujikaze, Koyori",Main,34,https://myanimelist.net/character/139364/Koyori_Tsumujikaze
Sora no Manimani,"Akeno, Mihoshi",Main,44,https://myanimelist.net/character/22702/Mihoshi_Akeno
Shangri-La,"Houjou, Kuniko",Main,47,https://myanimelist.net/character/20038/Kuniko_Houjou
Yakushiji Ryouko no Kaiki Jikenbo,"Yakushiji, Ryoko",Main,71,https://myanimelist.net/character/13540/Ryoko_Yakushiji
Yuri Kuma Arashi,"Tsubaki, Kureha",Main,26,https://myanimelist.net/character/107161/Kureha_Tsubaki
Yuri Kuma Arashi,"Yurigasaki, Lulu",Main,118,https://myanimelist.net/character/113981/Lulu_Yurigasaki
Yuri Kuma Arashi,"Yurishiro, Ginko",Main,80,https://myanimelist.net/character/107163/Ginko_Yurishiro
All Out!!,"Gion, Kenji",Main,51,https://myanimelist.net/character/133409/Kenji_Gion
All Out!!,"Iwashimizu, Sumiaki",Main,37,https://myanimelist.net/character/133410/Sumiaki_Iwashimizu
Amagami-san Chi no Enmusubi,"Amagami, Asahi",Main,66,https://myanimelist.net/character/195996/Asahi_Amagami
Amagami-san Chi no Enmusubi,"Amagami, Yuna",Main,52,https://myanimelist.net/character/195995/Yuna_Amagami
Amagami-san Chi no Enmusubi,"Amagami, Yae",Main,61,https://myanimelist.net/character/195994/Yae_Amagami
Aru Tabibito no Nikki,"Roddle, Tortov",Main,39,https://myanimelist.net/character/16107/Tortov_Roddle
Ensemble Stars!! Tsuioku Selection Checkmate,"Narukami, Arashi",Main,142,https://myanimelist.net/character/137178/Arashi_Narukami
Ensemble Stars!! Tsuioku Selection Checkmate,"Tsukinaga, Leo",Main,257,https://myanimelist.net/character/137182/Leo_Tsukinaga
Full Metal Panic! Movie 3: Into the Blue,"Chidori, Kaname",Main,2375,https://myanimelist.net/character/272/Kaname_Chidori
Full Metal Panic! Movie 3: Into the Blue,"Sagara, Sousuke",Main,5302,https://myanimelist.net/character/168/Sousuke_Sagara
Full Metal Panic! Movie 3: Into the Blue,"Testarossa, Teletha",Main,1137,https://myanimelist.net/character/273/Teletha_Testarossa
Giniro no Kami no Agito,Agito,Main,23,https://myanimelist.net/character/10516/Agito
Meiji Tokyo Renka,"Ayazuki, Mei",Main,23,https://myanimelist.net/character/124256/Mei_Ayazuki
Meiji Tokyo Renka,"Hishida, Shunzou",Main,47,https://myanimelist.net/character/124258/Shunzou_Hishida
Meiji Tokyo Renka,"Izumi, Kyouka",Main,24,https://myanimelist.net/character/124260/Kyouka_Izumi
Meiji Tokyo Renka,"Mori, Ougai",Main,34,https://myanimelist.net/character/124257/Ougai_Mori
"One Room, Hiatari Futsuu, Tenshi-tsuki.",Towa,Main,86,https://myanimelist.net/character/204419/Towa
Princess Connect! Re:Dive,Karyl,Main,1001,https://myanimelist.net/character/176544/Karyl
Princess Connect! Re:Dive,Kokkoro,Main,548,https://myanimelist.net/character/175840/Kokkoro
